date;ID;resultID;ap_id;ip_ap;expected_download_mbps;expected_upload_mbps;speedtest_server_url;payload_download_size;payload_upload_size;result_download_mbps;result_upload_mbps;result_start_date;result_end_date;duration;result_execution;test_type;workflow_process_id;ap_type;is_satellite;cumple;result_message;flow_id
2023-11-01 06:34:16.537;18608;3568829;5755;172.25.74.27;13440.00;3360.00;http://181.49.90.145;4;2;16341.46;5350.41;2023-11-01 06:34:16.537;2023-11-01 06:35:13.803;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:31:34.353;30215;3568830;5761;172.25.114.27;13440.00;3360.00;http://181.49.90.144;4;2;13791.27;6043.56;2023-11-01 06:31:34.353;2023-11-01 06:32:34.643;60;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:45:30.340;30263;3568831;5767;172.25.114.35;16800.00;4200.00;http://172.28.103.2;4;2;12183.96;6473.50;2023-11-01 06:45:30.340;2023-11-01 06:47:59.103;148;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:13:21.867;47618;3568832;5773;172.25.119.67;13440.00;3360.00;http://172.25.133.10;4;2;17800.41;8385.82;2023-11-01 06:13:21.867;2023-11-01 06:14:14.217;52;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:35:34.467;16925;3568833;5789;172.25.40.211;13440.00;3360.00;http://172.28.103.2;4;2;17892.58;8376.27;2023-11-01 06:35:34.467;2023-11-01 06:36:23.890;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:25:59.967;21201;3568834;5821;172.28.103.27;13440.00;3360.00;http://172.28.103.6;-1;-1;-1.00;-1.00;2023-11-01 06:25:59.967;2023-11-01 06:26:21.747;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101062559-54223130-STX.py ] for speed test on [ 172.28.103.27 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:34:49.733;32405;3568835;5822;172.25.22.35;13440.00;3360.00;http://172.28.103.6;4;2;15145.05;7977.35;2023-11-01 06:34:49.733;2023-11-01 06:35:40.257;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:25:38.820;26571;3568836;5837;172.25.116.131;13440.00;3360.00;http://172.28.103.6;4;2;17378.42;8066.83;2023-11-01 06:25:38.820;2023-11-01 06:26:29.177;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:47:53.247;26206;3568837;5857;172.25.80.43;13440.00;3360.00;http://172.28.103.6;4;2;17916.35;8352.22;2023-11-01 06:47:53.247;2023-11-01 06:48:42.567;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:29:39.923;47267;3568838;5858;172.25.123.83;16800.00;4200.00;http://172.28.103.6;4;2;24773.99;10231.49;2023-11-01 06:29:39.923;2023-11-01 06:30:34.610;54;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:34:38.627;20128;3568839;5876;172.25.82.27;13440.00;3360.00;http://172.28.103.6;4;2;17888.54;7863.22;2023-11-01 06:34:38.627;2023-11-01 06:35:29.893;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:35:23.443;19267;3568840;5894;172.25.89.43;13440.00;3360.00;http://181.49.90.144;4;2;15768.27;6279.47;2023-11-01 06:35:23.443;2023-11-01 06:36:20.243;56;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:25:04.960;11107;3568841;5896;172.28.117.235;16800.00;4200.00;http://172.28.103.2;4;2;21308.91;9723.11;2023-11-01 06:25:04.960;2023-11-01 06:25:59.410;54;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:36:07.870;70863;3568842;5905;172.25.120.131;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:36:07.870;2023-11-01 06:36:29.737;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101063607-80454440-STX.py ] for speed test on [ 172.25.120.131 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:24:09.650;43250;3568843;5915;172.25.117.171;16800.00;4200.00;http://172.25.133.10;-1;-1;-1.00;-1.00;2023-11-01 06:24:09.650;2023-11-01 06:24:31.460;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101062409-94721363-STX.py ] for speed test on [ 172.25.117.171 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:35:01.097;39121;3568844;5930;172.25.87.83;13440.00;3360.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:35:01.097;2023-11-01 06:35:22.937;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063501-34456169-STX.py ] for speed test on [ 172.25.87.83 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:44:44.733;22255;3568845;5986;172.25.66.115;16800.00;4200.00;http://172.25.133.10;4;2;17156.95;4245.31;2023-11-01 06:44:44.733;2023-11-01 06:45:34.223;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:30:47.193;19326;3568846;6010;172.25.74.115;13440.00;3360.00;http://172.28.103.6;4;2;17850.06;8286.01;2023-11-01 06:30:47.193;2023-11-01 06:31:36.683;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:52:13.737;41930;3568847;6022;172.25.99.203;13440.00;3360.00;http://172.28.103.6;-1;-1;-1.00;-1.00;2023-11-01 06:52:13.737;2023-11-01 06:52:35.407;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101065213-41927535-STX.py ] for speed test on [ 172.25.99.203 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:59:25.820;22317;3568848;6031;172.25.65.91;16800.00;4200.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:59:25.820;2023-11-01 06:59:47.613;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101065925-11666611-STX.py ] for speed test on [ 172.25.65.91 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:57:23.670;14421;3568849;6042;172.25.65.51;16800.00;4200.00;http://172.28.103.2;4;2;20813.59;9356.77;2023-11-01 06:57:23.670;2023-11-01 06:58:27.420;63;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:01:23.860;32015;3568850;6054;172.25.75.179;20160.00;5040.00;http://172.25.133.10;12;4;15603.74;12474.87;2023-11-01 06:01:23.860;2023-11-01 06:03:56.547;152;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:34:27.580;21826;3568851;6102;172.25.35.139;13440.00;3360.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:34:27.580;2023-11-01 06:34:49.357;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063427-91419174-STX.py ] for speed test on [ 172.25.35.139 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:50:09.273;21591;3568852;6141;172.25.169.11;13440.00;3360.00;http://172.28.103.6;4;2;15733.93;8339.44;2023-11-01 06:50:09.273;2023-11-01 06:51:00.980;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:20:28.940;43367;3568853;6150;172.25.198.35;13440.00;3360.00;http://181.49.90.145;4;2;16525.14;4858.77;2023-11-01 06:20:28.940;2023-11-01 06:21:30.403;61;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:47:41.657;26511;3568854;6158;172.25.97.139;13440.00;3360.00;http://172.25.133.10;4;2;17779.20;8466.64;2023-11-01 06:47:41.657;2023-11-01 06:48:30.940;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:28:23.100;32715;3568855;6168;172.25.163.3;16800.00;4200.00;http://181.49.90.144;4;2;19557.80;8355.57;2023-11-01 06:28:23.100;2023-11-01 06:30:17.687;114;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:49:35.130;21609;3568856;6172;172.25.175.131;13440.00;3360.00;http://172.25.133.10;4;2;16996.24;8347.53;2023-11-01 06:49:35.130;2023-11-01 06:50:24.600;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:52:59.033;37377;3568857;6210;172.25.86.155;13440.00;3360.00;http://172.25.133.10;4;2;17794.83;8368.54;2023-11-01 06:52:59.033;2023-11-01 06:53:50.460;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:04:52.673;36137;3568858;6223;172.25.140.123;20160.00;5040.00;http://181.49.90.144;12;4;27256.80;11313.28;2023-11-01 06:04:52.673;2023-11-01 06:06:13.213;80;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:52:47.970;39252;3568859;6227;172.25.87.171;13440.00;3360.00;http://172.28.103.2;4;2;17854.17;8365.38;2023-11-01 06:52:47.970;2023-11-01 06:53:38.213;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:32:22.430;42081;3568860;6248;172.25.203.227;13440.00;3360.00;http://181.49.90.144;4;2;15832.15;5720.81;2023-11-01 06:32:22.430;2023-11-01 06:33:22.010;59;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:30:35.210;21050;3568861;6283;172.25.172.147;13440.00;3360.00;http://172.25.133.10;4;2;17516.35;7886.83;2023-11-01 06:30:35.210;2023-11-01 06:31:24.927;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:07:40.317;42716;3568862;6293;172.25.198.83;13440.00;3360.00;http://181.49.90.145;4;2;15756.32;4805.93;2023-11-01 06:07:40.317;2023-11-01 06:08:39.213;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:02:18.273;42893;3568863;6297;172.25.204.123;13440.00;3360.00;http://181.49.90.144;4;2;15839.41;5739.53;2023-11-01 06:02:18.273;2023-11-01 06:03:15.537;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:33:43.323;19857;3568864;6309;172.25.146.195;20160.00;5040.00;http://172.28.103.2;12;4;24016.02;10472.42;2023-11-01 06:33:43.323;2023-11-01 06:35:03.717;80;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:38:54.733;19350;3568865;6327;172.25.67.99;16800.00;4200.00;http://172.25.133.10;-1;-1;-1.00;-1.00;2023-11-01 06:38:54.733;2023-11-01 06:39:16.483;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063854-58985396-STX.py ] for speed test on [ 172.25.67.99 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:55:35.007;48298;3568866;6337;172.25.169.203;13440.00;3360.00;http://172.28.103.6;4;2;17731.29;8339.11;2023-11-01 06:55:35.007;2023-11-01 06:56:26.383;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:28:12.487;19544;3568867;6339;172.25.131.91;16800.00;4200.00;http://172.28.103.2;4;2;21063.67;8910.49;2023-11-01 06:28:12.487;2023-11-01 06:29:10.113;57;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:39:18.020;18908;3568868;6344;172.25.205.27;16800.00;4200.00;http://181.49.90.146;4;2;20809.94;7006.63;2023-11-01 06:39:18.020;2023-11-01 06:40:13.637;55;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:43:04.677;26624;3568869;6354;172.25.174.11;16800.00;4200.00;http://172.28.103.6;4;2;19456.37;9762.03;2023-11-01 06:43:04.677;2023-11-01 06:43:57.233;52;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:48:05.067;18707;3568870;6375;172.25.149.155;13440.00;3360.00;http://172.28.103.6;4;2;17878.04;8353.05;2023-11-01 06:48:05.067;2023-11-01 06:48:55.373;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:38:32.607;43722;3568871;6390;172.25.178.235;13440.00;3360.00;http://181.49.90.144;4;2;14669.32;5496.50;2023-11-01 06:38:32.607;2023-11-01 06:39:30.917;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:40:50.653;45018;3568872;6392;172.25.178.179;13440.00;3360.00;http://181.49.90.145;4;2;15610.96;5875.80;2023-11-01 06:40:50.653;2023-11-01 06:41:49.703;59;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:40:15.667;21107;3568873;6393;172.25.66.27;13440.00;3360.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:40:15.667;2023-11-01 06:40:37.320;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101064015-61719227-STX.py ] for speed test on [ 172.25.66.27 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:55:00.807;25968;3568874;6401;172.25.176.107;13440.00;3360.00;http://172.25.133.10;4;2;13411.93;522.12;2023-11-01 06:55:00.807;2023-11-01 06:57:33.443;152;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:08:31.353;47380;3568875;6410;172.25.190.43;20160.00;5040.00;http://181.49.90.144;12;4;20249.15;8804.01;2023-11-01 06:08:31.353;2023-11-01 06:09:59.847;88;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:21:35.113;43739;3568876;6421;172.25.189.115;13440.00;3360.00;http://181.49.90.146;4;2;16216.00;5000.37;2023-11-01 06:21:35.113;2023-11-01 06:22:33.640;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:49:57.817;20250;3568877;6437;172.25.67.179;13440.00;3360.00;http://172.25.133.10;4;2;17793.20;8354.61;2023-11-01 06:49:57.817;2023-11-01 06:50:47.153;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:41:36.177;20816;3568878;6438;172.25.146.187;13440.00;3360.00;http://172.25.133.10;4;2;17509.15;8017.46;2023-11-01 06:41:36.177;2023-11-01 06:42:28.567;52;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:32:45.390;22305;3568879;6441;172.25.65.251;13440.00;3360.00;http://172.25.133.10;-1;-1;-1.00;-1.00;2023-11-01 06:32:45.390;2023-11-01 06:33:07.140;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063245-43426109-STX.py ] for speed test on [ 172.25.65.251 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:26:55.690;31629;3568880;6463;172.25.75.131;13440.00;3360.00;http://172.28.103.2;4;2;17900.88;8425.15;2023-11-01 06:26:55.690;2023-11-01 06:27:48.100;52;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:42:09.523;20810;3568881;6496;172.25.135.139;13440.00;3360.00;http://172.28.103.6;4;2;17377.07;9033.60;2023-11-01 06:42:09.523;2023-11-01 06:42:58.907;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:26:22.027;37429;3568882;6509;172.25.140.227;13440.00;3360.00;http://181.49.90.145;-1;-1;-1.00;-1.00;2023-11-01 06:26:22.027;2023-11-01 06:26:43.847;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101062622-68291155-STX.py ] for speed test on [ 172.25.140.227 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:37:25.697;43744;3568883;6531;172.25.190.35;13440.00;3360.00;http://181.49.90.145;4;2;16111.36;5120.98;2023-11-01 06:37:25.697;2023-11-01 06:38:24.353;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:35:45.600;26187;3568884;6539;172.25.72.139;13440.00;3360.00;http://172.25.133.10;4;2;5142.94;16.36;2023-11-01 06:35:45.600;2023-11-01 06:38:47.333;181;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:31:10.323;31130;3568885;6562;172.25.162.187;13440.00;3360.00;http://181.49.90.146;4;2;11393.82;7266.57;2023-11-01 06:31:10.323;2023-11-01 06:34:01.380;171;succeeded;scheduled;MT-014280;indoor;1;NO;NULL;1
2023-11-01 06:56:50.483;46626;3568886;6587;172.25.206.27;13440.00;3360.00;http://181.49.90.145;-1;-1;-1.00;-1.00;2023-11-01 06:56:50.483;2023-11-01 06:57:12.340;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101065650-51311860-STX.py ] for speed test on [ 172.25.206.27 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:43:37.773;48346;3568887;6608;172.25.141.195;13440.00;3360.00;http://181.49.90.144;4;2;17733.30;7888.26;2023-11-01 06:43:37.773;2023-11-01 06:44:29.530;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:09:04.657;42721;3568888;6610;172.25.205.251;13440.00;3360.00;http://181.49.90.144;4;2;16121.49;5708.53;2023-11-01 06:09:04.657;2023-11-01 06:10:03.687;59;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:36:29.827;47518;3568889;6614;172.25.163.11;13440.00;3360.00;http://181.49.90.144;4;2;16486.32;6053.92;2023-11-01 06:36:29.827;2023-11-01 06:37:26.957;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:54:05.283;32165;3568890;6642;172.25.68.155;13440.00;3360.00;http://172.28.103.2;4;2;17897.27;8384.71;2023-11-01 06:54:05.283;2023-11-01 06:54:55.770;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:56:39.217;19519;3568891;6660;172.25.165.147;16800.00;4200.00;http://172.28.103.6;4;2;20952.26;9311.89;2023-11-01 06:56:39.217;2023-11-01 06:57:36.710;57;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:29:50.927;36432;3568892;6661;172.25.140.35;13440.00;3360.00;http://181.49.90.146;4;2;15730.12;8426.72;2023-11-01 06:29:50.927;2023-11-01 06:30:40.433;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:03:19.633;43096;3568893;6680;172.25.209.147;13440.00;3360.00;http://181.49.90.145;-1;-1;-1.00;-1.00;2023-11-01 06:03:19.633;2023-11-01 06:03:41.403;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101060319-68793679-STX.py ] for speed test on [ 172.25.209.147 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:55:12.897;42520;3568894;6709;172.25.209.219;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:55:12.897;2023-11-01 06:55:34.830;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101065512-44563005-STX.py ] for speed test on [ 172.25.209.219 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:01:12.563;16516;3568895;6721;172.25.210.11;13440.00;3360.00;http://181.49.90.146;4;2;16007.40;5775.86;2023-11-01 06:01:12.563;2023-11-01 06:02:10.350;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:06:00.243;42543;3568896;6727;172.25.206.83;13440.00;3360.00;http://181.49.90.146;-1;-1;-1.00;-1.00;2023-11-01 06:06:00.243;2023-11-01 06:06:22.257;22;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101060600-25475220-STX.py ] for speed test on [ 172.25.206.83 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:07:10.120;74387;3568897;6786;172.25.134.155;20160.00;5040.00;http://181.49.90.144;12;4;21484.71;7772.52;2023-11-01 06:07:10.120;2023-11-01 06:08:36.967;86;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:04:29.833;32314;3568898;6812;172.25.210.163;20160.00;5040.00;http://181.49.90.146;12;4;30568.13;8328.20;2023-11-01 06:04:29.833;2023-11-01 06:05:57.760;87;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:28:55.803;48478;3568899;6838;172.25.64.163;16800.00;4200.00;http://172.28.103.6;4;2;21010.93;8710.83;2023-11-01 06:28:55.803;2023-11-01 06:29:54.317;58;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:02:41.867;21566;3568900;6847;172.25.175.179;20160.00;5040.00;http://172.28.103.6;12;4;24396.58;10314.26;2023-11-01 06:02:41.867;2023-11-01 06:04:02.460;80;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:56:04.833;20465;3568901;6848;172.25.97.203;16800.00;4200.00;http://172.25.133.10;4;2;20215.25;19345.72;2023-11-01 06:56:04.833;2023-11-01 06:56:45.390;40;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:10:51.583;36146;3568902;6892;172.25.140.179;20160.00;5040.00;http://181.49.90.145;12;4;24066.53;9843.41;2023-11-01 06:10:51.583;2023-11-01 06:13:29.820;158;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:43:59.910;26174;3568903;6970;172.25.65.195;16800.00;4200.00;http://172.28.103.2;4;2;19153.83;9387.99;2023-11-01 06:43:59.910;2023-11-01 06:44:53.557;53;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:01:56.247;31759;3568904;7033;172.25.213.227;20160.00;5040.00;http://181.49.90.145;12;4;22986.98;7200.05;2023-11-01 06:01:56.247;2023-11-01 06:03:27.363;91;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:39:06.703;19162;3568905;7041;172.25.198.3;16800.00;4200.00;http://172.28.103.6;4;2;21021.85;8238.76;2023-11-01 06:39:06.703;2023-11-01 06:40:03.240;56;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:22:08.270;43628;3568906;7156;172.25.170.187;13440.00;3360.00;http://172.25.133.10;4;2;17846.38;8370.10;2023-11-01 06:22:08.270;2023-11-01 06:22:57.673;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:14:45.330;42768;3568907;7184;172.25.215.195;13440.00;3360.00;http://181.49.90.145;4;2;16219.70;5402.10;2023-11-01 06:14:45.330;2023-11-01 06:15:45.090;59;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:17:40.943;45065;3568908;7210;172.25.92.19;13440.00;3360.00;http://181.49.90.146;4;2;15761.41;5030.61;2023-11-01 06:17:40.943;2023-11-01 06:18:39.413;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:35:56.660;39239;3568909;7289;172.25.217.115;13440.00;3360.00;http://181.49.90.146;-1;-1;-1.00;-1.00;2023-11-01 06:35:56.660;2023-11-01 06:36:18.440;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101063556-14394236-STX.py ] for speed test on [ 172.25.217.115 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:18:48.223;45448;3568910;7293;172.25.217.27;13440.00;3360.00;http://181.49.90.146;-1;-1;-1.00;-1.00;2023-11-01 06:18:48.223;2023-11-01 06:19:10.050;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101061848-87342090-STX.py ] for speed test on [ 172.25.217.27 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:48:27.453;26089;3568911;7308;172.25.141.251;13440.00;3360.00;http://181.49.90.144;4;2;16123.23;8226.73;2023-11-01 06:48:27.453;2023-11-01 06:49:16.800;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:51:16.543;27229;3568912;7361;172.25.136.171;13440.00;3360.00;http://172.25.133.10;4;2;17798.62;8336.58;2023-11-01 06:51:16.543;2023-11-01 06:52:08.110;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:50:43.187;26050;3568913;7377;172.25.183.43;13440.00;3360.00;http://172.25.133.10;4;2;17792.71;8296.78;2023-11-01 06:50:43.187;2023-11-01 06:51:32.627;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:16:22.420;43170;3568914;7391;172.25.157.179;13440.00;3360.00;http://181.49.90.145;4;2;16023.18;4968.80;2023-11-01 06:16:22.420;2023-11-01 06:17:29.773;67;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:04:18.270;19527;3568915;7414;172.25.67.35;20160.00;5040.00;http://172.25.133.10;12;4;24330.48;10350.13;2023-11-01 06:04:18.270;2023-11-01 06:05:37.883;79;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:01:45.283;31772;3568916;7423;172.25.68.227;20160.00;5040.00;http://172.28.103.6;12;4;14046.38;8642.39;2023-11-01 06:01:45.283;2023-11-01 06:04:26.797;161;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
